timestamp,hostname,round_trip_ms,total_resolution_ms,result,response,errstr,transport,dns_ip,resolution_step,cache_status
2025-10-28 13:15:49,astrumonline.ru,10011.879,10011.907,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:15:59,auqzzx.com,10010.556,10010.595,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:16:09,australiatradenow.com,10010.866,10010.890,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:16:19,autofirenze.biz,10010.757,10010.790,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:16:29,b-matrix.com,10011.064,10011.088,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:16:39,bikesandtransit.com,10011.194,10011.249,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:16:49,blueridgelife.com,10011.253,10011.290,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:16:59,buynowfromusa.com,10011.184,10011.207,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:17:09,camcard.com,10011.043,10011.091,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:17:19,caricsports.com,10010.143,10010.177,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:17:29,cetsi.fr,10010.668,10010.720,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:17:39,chonvn.com,10010.834,10010.861,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:17:49,chuamatsua.com,10010.585,10010.605,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:17:59,coutureauchocolat.com,10010.643,10010.664,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:18:09,daehepharma.com,10011.014,10011.064,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:18:19,datepanchang.com,10010.975,10011.172,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:18:29,diamondknot.com,10010.920,10010.946,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:18:39,ditrblog.com,10011.114,10011.147,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:18:49,dj-producer-j-mbargo.com,10011.130,10011.167,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:18:59,djoncbjcmv,10011.398,10011.439,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:19:09,door2games.com,10011.107,10011.168,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:19:19,effexdjs.com,10010.690,10010.725,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:19:29,energybulbs.co.uk,10010.844,10010.878,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:19:39,eugenbotnar.com,10011.268,10011.304,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:19:49,ex-jw.org,10011.611,10011.640,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:19:59,fini.net,10010.856,10010.911,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:20:09,forpsi.net,10011.130,10011.163,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:20:19,gamemob.com,10011.238,10011.292,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:20:29,gensee.com,10010.753,10010.802,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:20:39,globalpoliticalspectrum.com,10011.095,10011.132,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:20:49,gmxwnlajnl,10011.023,10011.056,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:20:59,group14eng.com,10010.707,10010.732,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:21:09,gusbi.com,10011.008,10011.070,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:21:19,healthnews4you.com,10010.988,10011.037,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:21:29,hemcolubricants.com,10011.206,10011.250,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:21:39,hornil.com,10010.877,10010.906,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:21:49,house-sg.com,10010.332,10010.387,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:21:59,i-butterfly.ru,10010.793,10010.824,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:22:09,iag-inc.com,10010.607,10010.699,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:22:19,informarexresistere.fr,10010.807,10010.836,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:22:29,interfloracentral.co.uk,10010.779,10010.807,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:22:39,isatap,10008.650,10008.689,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:22:49,isilon,10010.701,10010.731,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:22:59,jantv.in,10010.446,10010.479,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:23:09,junio.com,10011.574,10011.605,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:23:19,kathihill.com,10010.608,10010.650,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:23:29,kennethehartman.com,10010.460,10010.488,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:23:39,kh.ua,10010.854,10010.882,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:23:49,khsm.ru,10010.489,10010.519,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:23:59,linksplash.info,10010.568,10010.593,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:24:09,livelinks.com,10010.701,10010.728,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:24:19,localhost.re,10011.187,10011.212,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:24:29,lozo.com,10010.950,10011.037,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:24:39,luckypuppygames.com,10010.774,10010.806,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:24:49,memeblender.com,10010.661,10010.684,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:24:59,mesites.co.za,10010.693,10010.725,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:25:09,michiganbulb.com,10010.974,10011.012,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:25:19,monsterhomesecuritystore.com,10011.203,10011.243,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:25:29,mptrmkwart,10011.667,10011.726,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:25:39,mwzip.com,10011.189,10011.237,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:25:49,mysearch-online.com,10011.767,10011.804,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:25:59,newstetic.com,10011.066,10011.107,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:26:09,niceinternetmoney.ru,10010.714,10010.753,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:26:19,o-ov.com,10010.769,10010.807,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:26:29,ondemandappliancerepair.com,10011.075,10011.122,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:26:39,owlcreek.com,10011.232,10011.268,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:26:49,pbprofile.com,10009.163,10009.204,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:26:59,phi-pe.com,10011.043,10011.090,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:27:09,pictures-thailand.com,10011.087,10011.125,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:27:19,pieceinch.com,10011.518,10011.562,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:27:29,portclydegeneralstore.com,10010.963,10011.024,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:27:39,ppsuika.ac.id,10010.914,10010.957,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:27:49,probigbets.com,10011.027,10011.066,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:27:59,progettogiovani.pd.it,10011.009,10011.072,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:28:09,radioterminal.ru,10010.756,10010.791,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:28:20,reprosystems.ru,10011.627,10011.674,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:28:30,retiragroup.com,10011.046,10011.077,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:28:40,rtsab.com,10010.659,10010.707,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:28:50,running-sigi.de,10010.945,10010.979,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:29:00,sdccdonline.net,10012.324,10012.353,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:29:10,sheltercoveinn.com,10011.156,10011.186,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:29:20,shivalikprints.com,10011.222,10011.276,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:29:30,shqqaa.com,10010.794,10010.842,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:29:40,simternet.com,10011.148,10011.195,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:29:50,somode.com,10010.050,10010.091,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:30:00,stunninggirls.net,10013.168,10013.203,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:30:10,toaskfuture.com,10010.985,10011.014,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:30:20,tottenhamhk.com,10011.655,10011.699,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:30:30,triggerfish.se,10011.237,10011.305,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:30:40,tuhafhaberler.com,10018.107,10018.146,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:30:50,uahoy.net,10011.464,10011.507,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:31:00,us.tf,10011.157,10011.198,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:31:10,wpad,10012.395,10012.431,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:31:20,wrestlingfanssuck.com,10011.337,10011.366,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
2025-10-28 13:31:30,zzxu.cn,10010.905,10010.958,FAIL,Temporary failure in name resolution,Temporary failure in name resolution,UDP,10.0.0.5,Single-hop,UNKNOWN
